PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
13O8y,r2q3r/2k3p1/2npRb2/1Q5p/3P4/pP1R1N2/P1P2PPP/2K5 b - - 2 20,h8e8 d3c3 d8d7 e6f6 g7f6 d4d5,2598,115,91,684,crushing long middlegame sacrifice,https://lichess.org/bhHf7vlZ/black#40,
05WaJ,8/5pk1/3q2pp/2pPR3/7P/2Q3P1/1p1r1PK1/8 b - - 1 43,d2d5 e5d5 d6f6 c3f6 g7f6 d5d6 f6e5 d6b6,2597,86,94,540,attraction crushing discoveredAttack discoveredCheck endgame veryLong,https://lichess.org/Qk1ryswE/black#86,
076QH,6R1/2r5/1p1p1ppk/p2B4/P1P5/1P4RP/5PK1/4q3 b - - 2 35,e1b1 g3g4 c7e7 g8h8,2597,112,91,1161,crushing endgame short,https://lichess.org/S8Mna4fF/black#70,
0DIPb,8/8/p1k3p1/1pp2pP1/2P2P2/2K5/PP6/8 w - - 0 39,b2b4 b5c4 c3c4 c5b4 c4b4 c6d5 b4a5 d5e4 a5a6 e4f4 a2a4 f4e5 a4a5 f5f4 a6b6 f4f3 a5a6 f3f2 a6a7 f2f1q,2597,83,100,70,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/DiFmPpTn#77,
0Ek4a,r3r1k1/pp5p/5pp1/4b1B1/5RqP/2Nb4/PP1QN2K/4R3 w - - 0 24,d2d3 f6g5 d3d5 e8e6,2597,94,74,167,crushing defensiveMove middlegame pin short,https://lichess.org/BibIhv2d#47,
0Joe9,3r1k2/1R3Np1/p3p3/2q5/5n1p/1B3PrP/P3Q1P1/4R2K w - - 1 33,e2e5 c5f2 e5c5 f2c5 f7d8 c5f2 d8e6 f4e6 b7b8 f8e7,2597,89,88,749,crushing defensiveMove middlegame veryLong,https://lichess.org/176IZRj2#65,
0SQgt,4r1k1/p1Q4p/2p1q3/3p4/3Pp1P1/2P4P/PP3R2/6K1 w - - 1 32,c7a7 e4e3 f2e2 e6d6 g1g2 h7h5,2597,90,85,42,advantage endgame long quietMove,https://lichess.org/Qtmfczbs#63,
0Uw9H,2kr3N/ppp1q1pp/8/1B3b2/3nn3/2N1Q3/PP3PPP/R1K4R w - - 9 15,c3e4 f5e4 b5d3 d4b3 a2b3 d8d3 h1e1 d3e3,2597,96,93,803,advantage discoveredAttack middlegame queensideAttack veryLong,https://lichess.org/ovnMonxM#29,Petrovs_Defense Petrovs_Defense_Other_variations
0ZDP0,r1bq2k1/1p3pp1/pn1P4/2Q3P1/4R3/8/P5PP/R5K1 b - - 0 23,c8d7 g5g6 f7g6 e4e7,2597,114,88,942,crushing master middlegame short,https://lichess.org/lWvUJf2o/black#46,
0es4T,4r1k1/p4pb1/6p1/3p4/3Pp1R1/2P1B1KR/P2Q1PP1/3r2q1 w - - 23 47,d2c2 g7f8 c2a4 f8d6,2597,116,90,750,crushing master middlegame quietMove short,https://lichess.org/ZbELmyAq#93,
0hYDd,8/4Q2p/2N2ppk/8/4P3/3b1P1K/5qPP/8 w - - 3 39,e7f8 h6g5 f3f4 f2f4 f8c5 g5h6,2597,96,92,245,crushing defensiveMove endgame long,https://lichess.org/5q6gggoN#77,
0kBy3,3r2k1/p4pp1/2pq2n1/7Q/2P5/2Br2P1/P4P1P/2R1R1K1 w - - 1 25,h2h4 d3g3 f2g3 d6g3 g1h1 g3h3,2597,82,87,100,advantage long middlegame sacrifice,https://lichess.org/bdHXrWJe#49,
0vA6s,8/5pkp/8/3pq3/6P1/4Q2P/5PK1/8 b - - 1 31,e5e4 e3e4 d5e4 g2g3 g7g6 g3f4 h7h5 g4g5 e4e3 f2e3 f7f6 g5f6,2597,93,92,918,crushing endgame queenEndgame quietMove veryLong,https://lichess.org/naBfOZZt/black#62,
04zwt,r4rk1/p1p3qp/1pnp2p1/3N4/2P1PRB1/7Q/Pb4PP/5R1K w - - 0 26,d5c7 g7c7 g4e6 g8g7,2596,86,79,164,crushing defensiveMove hangingPiece middlegame short,https://lichess.org/XrTqGPDZ#51,
06IzH,8/7p/4k1p1/8/3KPp2/8/6PP/8 b - - 0 36,h7h5 e4e5 h5h4 h2h3 e6d7 d4e4,2596,110,90,825,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/BnNVM2Dz/black#72,
0FcdM,5k2/R5p1/p6p/4P3/4PK1P/1p6/r5P1/8 w - - 0 37,f4f5 a2a5 f5e6 f8g8,2596,86,92,2504,crushing defensiveMove endgame master rookEndgame short,https://lichess.org/1Rwjb1qC#73,
0IJSd,r3k1nr/pp1bqppp/2p5/4p3/B1Q5/2N5/PPP2PPP/2KR3R b kq - 3 13,b7b5 c3b5 c6b5 d1d7 b5c4 d7a7,2596,105,89,960,advantage discoveredAttack discoveredCheck long middlegame sacrifice,https://lichess.org/uNsp9Ce2/black#26,Scotch_Game Scotch_Game_Classical_Variation
0ItxE,2k3r1/pp6/7R/2p1p1qQ/PP2P3/2PP2P1/5rK1/1R6 w - - 0 30,g2f2 g5d2 f2f1 d2d3 f1e1 d3c3,2596,103,81,99,crushing endgame fork long,https://lichess.org/YEdKUPC5#59,
0Q9d9,r3r1k1/ppp2pb1/1q2bn2/6N1/4PR1Q/P2P4/6PP/5R1K b - - 0 23,a8d8 e4e5 f6h5 h4h5,2596,83,91,1716,advantage middlegame short,https://lichess.org/G0SZTdJk/black#46,
0VAuD,rnbq1rk1/pp3pb1/2p3Bn/4P1N1/8/8/PPQ5/2K2RR1 b - - 2 23,f7f5 e5f6 f8f6 g6f7 h6f7 c2h7 g8f8 g5f7 f6f1 g1f1 d8d5 f7e5,2596,96,90,88,advantage clearance discoveredAttack discoveredCheck enPassant exposedKing kingsideAttack middlegame sacrifice veryLong,https://lichess.org/GWrUI1f7/black#46,
0WhIt,8/5pk1/7p/5K1P/5RP1/8/8/r7 w - - 16 57,g4g5 a1a5 f5g4 h6g5 f4b4 f7f6,2596,79,94,368,crushing defensiveMove endgame long rookEndgame,https://lichess.org/twasqHLl#113,
0cmh6,1b2rr2/pp4k1/2p2p2/2Pp2pp/1P1P4/P3NN1q/5P2/R2QR1K1 w - - 0 29,d1d3 e8e4 d3f1 h3f3,2596,85,94,624,advantage middlegame short,https://lichess.org/AzSvm3Fa#57,
0d0PW,r2qk2r/ppp2pp1/3b1n2/3p3p/8/4PB2/PPP2PPP/R1BQ1RK1 b kq - 0 11,d6h2 g1h2 f6g4 h2h3,2596,111,87,724,advantage hangingPiece master middlegame short,https://lichess.org/2mI2g0em/black#22,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
0dpmW,1Q6/5ppk/7p/4P3/5P1P/5KP1/8/5q2 w - - 1 49,f3g4 h6h5 g4g5 f1d3,2596,96,89,365,crushing endgame queenEndgame short,https://lichess.org/LJzMQjPu#97,
0egOm,8/p4pkp/4p1p1/8/2P3P1/P3qQ2/3r3P/5R1K b - - 5 34,e3d4 f3f7 g7h6 f7f8 h6g5 f8e7 g5g4 f1g1,2596,84,50,63,crushing endgame veryLong,https://lichess.org/dGfBY202/black#68,
0irqg,8/8/3p4/5P1P/8/2k2K2/rp6/1R6 w - - 2 47,f3e4 a2a1 b1b2 c3b2 e4d5 a1f1 d5e6 d6d5 f5f6 d5d4 h5h6 f1h1 f6f7 h1h6,2596,96,87,113,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/51qvXJqN#93,
0leX7,5r2/2p2k2/1pqp1n1Q/p7/2P1n2P/1P3N2/P4PP1/4R1K1 b - - 0 32,f8g8 f3g5 e4g5 h4g5 g8g6 h6h4,2596,113,91,910,crushing defensiveMove long master middlegame,https://lichess.org/UXwOhiTC/black#64,
0nHEY,2Kb4/3P4/5k2/8/p7/8/8/3B4 b - - 1 55,a4a3 c8d8 a3a2 d8e8 f6f5 d7d8q a2a1q d8d3,2596,88,30,71,advancedPawn bishopEndgame clearance crushing endgame hangingPiece master promotion veryLong,https://lichess.org/783643yU/black#110,
0pCp7,r4k1r/1pp1qppp/p2b4/3Pp3/2B1Q3/4B3/PPP3PP/5RK1 b - - 3 17,d6c5 f1f7 e7f7 e3c5 f8e8 d5d6,2596,89,87,170,advantage deflection long middlegame,https://lichess.org/cMjTFIjh/black#34,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Teichmann_Defense
0vm9W,8/1k4p1/p5p1/4pp2/1K1p4/3P1P1P/P5P1/8 b - - 6 42,b7b6 b4c4 b6c6 f3f4,2596,87,91,2324,crushing endgame pawnEndgame short,https://lichess.org/H1gFiqsA/black#84,
0wHXs,8/6pp/8/3R3P/pr1b4/5P2/KPk2P2/1R6 w - - 8 47,b2b3 d4c3 d5c5 a4b3,2596,107,82,87,crushing endgame master quietMove short,https://lichess.org/9QcqJxh7#93,
12Ktc,8/8/p7/Bp3p2/4pP2/1k2K3/1P6/8 w - - 4 52,a5c3 b5b4 c3e5 b3c2 e5f6 a6a5 f6d4 a5a4,2596,83,91,104,bishopEndgame crushing defensiveMove endgame master quietMove veryLong,https://lichess.org/40lIWMj6#103,
01UwU,8/5ppp/4p3/4PPP1/2k1K2P/8/8/8 b - - 0 41,e6f5 e4f5 c4d5 h4h5 h7h6 g5h6 g7h6 f5f6 d5e4 f6g7 e4e5 g7h6,2595,104,90,1554,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/nPGl3BeO/black#82,
02cVr,r2q1rk1/pp3pb1/2p1p2P/3nN3/3P4/1Q6/PPP1Nn2/1K4R1 b - - 0 22,f2e4 g1g7 g8h8 b3b7,2595,99,80,140,advantage middlegame short,https://lichess.org/XvSO3yBG/black#44,
04QLf,r4r2/ppp4k/3p2qp/6n1/2BQ4/2P5/PP4P1/R4RK1 b - - 2 28,g5f3 f1f3 f8f3 a1e1 g6g5 d4e4,2595,82,83,244,advantage long middlegame quietMove sacrifice,https://lichess.org/RxFB5KwH/black#56,
0Ag3d,3q1rk1/1p2ppbp/4b1p1/p3B3/1Q1Pn3/P2BPN2/2r2PPP/R3K2R w KQ - 0 18,b4b7 e4c5 b7b5 e6d7 b5c5 c2c5,2595,101,90,2514,advantage long middlegame,https://lichess.org/2f49cRG5#35,Grunfeld_Defense Grunfeld_Defense_Russian_Variation
0R6uD,5r1k/Q4rp1/3p4/2p1p2p/2P1q3/1P5P/P5P1/R5RK w - - 0 24,a7b6 f7f3 g2f3 f8f3 b6b8 f3f8,2595,90,81,107,crushing discoveredAttack discoveredCheck endgame long sacrifice,https://lichess.org/7bPQsVXf#47,
0U5Im,1r3rk1/pp2bpp1/3p3p/3B2PP/2PP3Q/8/q4P2/2B1R1K1 b - - 1 24,a2a1 h4e4 h6g5 e4e7,2595,117,91,862,advantage middlegame short,https://lichess.org/87YbzPsp/black#48,
0VOJ7,2kr2r1/pp6/2p2R2/4P2P/6n1/B5p1/PPP5/5RK1 b - - 4 32,g4f6 e5f6 g8g5 a3e7 d8h8 f6f7,2595,99,32,44,advancedPawn advantage endgame long,https://lichess.org/fcE12dB6/black#64,
0WzIk,8/pp1q2p1/k1n3p1/2Qp4/1P1P4/2P3r1/P7/K4R2 b - - 0 42,b7b6 b4b5 a6b7 b5c6 b7c7 c5f8,2595,108,91,450,advantage endgame fork long,https://lichess.org/d0rLdvvn/black#84,
0bIHf,7r/3pkpp1/2n5/1p2P1N1/1b3q1p/1B1R2nP/2Q3P1/2R3K1 b - - 1 29,f4g5 d3d7 e7e8 b3f7 e8f8 c1a1 g7g6 c2c6,2595,83,41,59,attackingF2F7 crushing middlegame quietMove veryLong,https://lichess.org/7Q7FO9Ro/black#58,
0cK1u,7r/pppknBp1/3p1n2/4p3/4P3/P1NP4/1PP3Pr/R1B2RK1 w - - 0 16,c1g5 f6g4 g2g3 h8h3 c3e2 h2e2,2595,104,83,141,crushing long middlegame quietMove,https://lichess.org/A3vzA0zY#31,Bishops_Opening Bishops_Opening_Other_variations
0cNAR,8/6pk/7p/4p3/8/4K3/1P6/8 b - - 0 42,g7g5 b2b4 h6h5 b4b5 h5h4 e3f3 h4h3 f3g3 e5e4 g3h3,2595,112,91,995,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/4e8wrf7F/black#84,
0f3Pp,R7/5p2/6k1/5p2/7P/5KP1/p4P2/r7 b - - 0 40,g6h5 f3f4 h5g6 a8a6 f7f6 h4h5 g6h5 f4f5 a1b1 a6a2,2595,112,89,837,crushing deflection endgame rookEndgame veryLong,https://lichess.org/Md9T966K/black#80,
0ooiB,r6k/pp4pp/6b1/4Q3/P1BPp3/8/1q4PP/5RK1 b - - 0 25,e4e3 e5d6 g6f5 f1f5 b2c1 c4f1,2595,91,84,84,advantage endgame long,https://lichess.org/0Dp2d1m5/black#50,
0wlTh,8/pp2p1kR/3p2p1/4r3/7Q/1P6/P1P3q1/1K6 b - - 1 37,g7f8 h4c4 g2g1 b1b2 g1d4 c4d4,2595,113,90,1197,crushing endgame long quietMove,https://lichess.org/mM7nbHIn/black#74,
00FOM,8/5k2/8/3pPPB1/1p4K1/1b6/8/8 b - - 0 45,b3d1 g4h4 d1a4 e5e6,2594,90,72,170,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/9wp9pR0Q/black#90,
08pvI,r4rk1/1bq2pb1/p3p1p1/6PR/p3NP2/2P1Q3/BP2K3/7R b - - 0 28,g6h5 e4f6 g7f6 g5f6 f8d8 h1h5,2594,83,90,530,advantage kingsideAttack long middlegame,https://lichess.org/uRNmfXAI/black#56,
091At,8/1p2k1p1/4Pp1p/3p1P1K/p2N3P/1r6/8/8 b - - 1 43,a4a3 d4b3 b7b6 h5g4 h6h5 g4h5,2594,103,90,196,crushing endgame hangingPiece long,https://lichess.org/w1p8vb9d/black#86,
0Iv7P,6b1/8/p5B1/4K3/1p6/1P4P1/Pk6/8 w - - 8 47,g6d3 a6a5 d3c4 a5a4,2594,96,86,32,bishopEndgame crushing endgame quietMove short,https://lichess.org/yEK1vkhm#93,
0KGoy,8/p7/4k3/4p1p1/1pP1K1Pp/1P2P3/P4P2/8 w - - 2 35,f2f4 g5f4 e3f4 h4h3 e4f3 e5e4 f3e4 h3h2,2594,102,91,1256,advancedPawn crushing endgame master pawnEndgame veryLong,https://lichess.org/SXuzYS7d#69,
0KMgT,4rr2/p4pk1/1p3Pp1/2p1P3/3q3b/4Q3/6RK/1B2R3 b - - 0 38,g7h7 e3f3 e8e5 b1g6 h7h6 e1e4 f7g6 e4d4 c5d4 f3f4 h4g5 f4e5,2594,105,90,138,collinearMove crushing fork middlegame quietMove veryLong,https://lichess.org/aVIK0872/black#76,
0KThE,2r4k/7p/4Q1p1/8/5p2/1B6/1q4KP/3R4 w - - 2 39,g2h3 c8c3 h3h4 b2h2 h4g5 c3g3 g5f6 h2b2 e6e5 b2e5 f6e5 g3b3,2594,112,88,1111,advantage deflection endgame exposedKing veryLong,https://lichess.org/G0NudrkU#77,
0eoeg,8/2p5/pp5k/7p/PPP4K/2P5/8/8 b - - 0 40,c7c6 b4b5 a6b5 c4b5 c6b5 a4b5 h6g6 c3c4 g6f6 c4c5 b6c5 b5b6 c5c4 b6b7,2594,83,95,177,advancedPawn crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/Y6sjTTKt/black#80,
0hNBz,7r/1p6/pP6/P7/5p1P/2R2k1K/8/8 b - - 1 55,f3f2 h3g4 f2e2 g4f4 h8h4 f4e5,2594,108,86,28,crushing defensiveMove endgame long rookEndgame,https://lichess.org/GD42vMLA/black#110,
0jmqi,3r4/pp1P2k1/2p2Qp1/6p1/5pn1/1BP4R/PP2rP1P/3R2K1 b - - 0 35,g7f6 h3h7 e2e7 d1d6 f6e5 h7e7 e5d6 e7e6,2594,96,91,763,crushing deflection endgame quietMove veryLong,https://lichess.org/P2f1pcp9/black#70,
0rNI8,8/5p2/1p4p1/5P2/4K1P1/1kP5/1P6/8 b - - 0 42,b3b2 f5g6 f7g6 e4d4 b6b5 c3c4 b5b4 c4c5,2594,112,87,106,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/1R0sWtgh/black#84,
0v8ts,4b1k1/4Q1b1/4P1p1/1p1P4/1Pp4p/2N3nP/4B1P1/q2N2K1 b - - 2 36,g7c3 e7e8 g8g7 e8e7 g7h6 e7h4,2594,96,80,212,crushing exposedKing hangingPiece long middlegame,https://lichess.org/APaiwHGN/black#72,
13EDQ,2rr2kb/pp2np1p/1q4pB/3Pp3/2p1B3/2P4R/PP1Q1PPP/3R2K1 b - - 6 23,f7f5 d5d6 f5e4 h6g5 d8d6 d2d6 b6d6 d1d6,2594,85,82,229,crushing middlegame sacrifice veryLong,https://lichess.org/CteXxaPk/black#46,
02JPn,r7/5kp1/p3pnp1/1pb2r2/3nb1p1/3Q4/PPPBNP1P/2KRR3 w - - 6 22,d3c3 d4c2 e2g3 c2b4 g3e4 b4a2 c1b1 a2c3,2593,94,78,103,advantage fork middlegame veryLong,https://lichess.org/EvCDGrf4#43,
042Gi,8/p7/1p1P1kp1/8/4KPPP/8/nP6/8 b - - 0 35,f6e6 h4h5 g6h5 g4h5 a2b4 d6d7 b4c6 h5h6 e6f7 e4d5,2593,95,50,35,advancedPawn crushing endgame knightEndgame veryLong,https://lichess.org/9YZsqsrs/black#70,
095uu,8/7p/pP2k1p1/5p2/2K1p3/P4P2/6PP/8 b - - 0 44,e6d6 f3e4 f5e4 a3a4 a6a5 c4d4,2593,85,93,872,crushing endgame long pawnEndgame quietMove,https://lichess.org/OQLYU77M/black#88,
0EEiZ,r1bq1rk1/ppp1b1pp/4p3/3pNn1Q/5PP1/2NB4/PPP4P/R4RK1 b - - 0 15,g7g6 e5g6 h7g6 h5g6 g8h8 g6h5 h8g7 g4f5,2593,86,91,2262,advantage kingsideAttack middlegame veryLong,https://lichess.org/rwTWb2Q7/black#30,Pirc_Defense Pirc_Defense_Other_variations
0P42x,rn3rk1/pbp2ppp/1p2p3/3pP3/3P3P/q1PB1N2/P1PKQPP1/R6R b - - 2 12,c7c5 d3h7 g8h7 f3g5 h7h6 e2d3 f7f5 e5f6,2593,81,42,60,attraction crushing enPassant kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/3SeOEUkt/black#24,French_Defense French_Defense_Normal_Variation
0Vk0S,5rk1/6pp/1p1Rp3/p2pPq2/Pn1P4/1P2Q3/6PP/2R3K1 w - - 4 35,e3f3 f5g5 f3f8 g8f8 c1f1 f8g8,2593,93,85,92,crushing defensiveMove endgame long,https://lichess.org/IZqjB3tE#69,
0Z44l,1r6/p1k2p2/B3p1q1/2ppP3/3n1R2/P3Q1Pp/2p4P/2R4K w - - 2 30,f4d4 c5d4 e3d4 c7d8 h1g1 b8b1,2593,88,40,68,crushing endgame long,https://lichess.org/GVGsoiyP#59,
0du9w,3r4/pp2Q2p/3P1ppk/8/3B4/1B3r1q/P6P/R5K1 w - - 1 25,e7d8 h3g4 g1h1 g4e4 d8f8 h6g5,2593,86,94,454,crushing endgame fork long,https://lichess.org/b8zWh8so#49,
0hJ3V,7r/pp3qk1/2p2p2/4pQp1/2R5/4P1P1/r4PK1/3R4 b - - 1 33,h8e8 d1d7 e8e7 d7e7 f7e7 c4c1 a2d2 c1h1,2593,98,90,195,advantage defensiveMove endgame pin veryLong,https://lichess.org/1AL9Feil/black#66,
0lZhM,8/5p2/Q3k2p/3qp1p1/1P4P1/5PKP/8/8 b - - 0 47,d5d6 a6d6 e6d6 g3f2,2593,91,91,165,advantage defensiveMove endgame queenEndgame short,https://lichess.org/pJooTzzu/black#94,
0rRGJ,1r6/3k2b1/7p/5Qp1/8/6P1/rq5P/4R2K b - - 7 52,d7d8 f5d5 d8c7 e1e7 c7b6 d5d6 b6b5 d6b8 b5c4 b8c8 c4d3 c8f5,2593,89,76,196,crushing endgame exposedKing fork veryLong,https://lichess.org/F3CBCkgs/black#104,
0rxAz,2r2k1r/pp1n1p2/1q2bb1p/3p2pP/3NP3/2N3Q1/PP3PP1/1K1R1B1R w - - 3 19,e4d5 f6d4 c3a4 e6f5 f1d3 b6f6,2593,107,90,1193,clearance crushing defensiveMove long master middlegame,https://lichess.org/uOivmi8Y#37,Grunfeld_Defense Grunfeld_Defense_Three_Knights_Variation
0sQGS,8/8/2P5/1K6/1P1kr3/8/P7/8 b - - 0 41,e4e5 b5b6 d4c4 c6c7 c4b4 a2a3 b4a4 c7c8q,2593,100,91,1006,advancedPawn crushing defensiveMove endgame promotion rookEndgame veryLong,https://lichess.org/9nCE1ENf/black#82,
0wHKF,Rnkr2r1/1pq5/2npb2p/1R2p3/2P2p1P/2NP2p1/1Q1BPPBP/6K1 w - - 0 25,c3a4 g3f2 g1f1 g8g2 a4b6 c7b6 b5b6 e6h3 b6c6 c8d7 c6d6 d7d6 b2b6 d6e7,2593,85,57,69,advancedPawn advantage defensiveMove discoveredAttack middlegame quietMove sacrifice veryLong,https://lichess.org/D7JQr0wM#49,
13Ec2,7R/5pp1/3Q3p/4r1kP/4Pq2/1PP4K/1P3PP1/8 w - - 11 37,d6d8 f7f6 g2g3 f4f3 d8d2 g5h5 h3h2 h5g6 g3g4 f3g4,2593,89,85,81,crushing defensiveMove endgame veryLong,https://lichess.org/ve1SlT6D#73,
09ON7,7k/8/p2p4/1p4RK/6R1/5q2/P4P2/8 b - - 2 45,f3h3 h5g6 h3f3 g4g3,2592,94,82,160,crushing endgame queenRookEndgame short,https://lichess.org/CNlnUb7E/black#90,
0KHtg,5rk1/5pnp/3N2p1/1q1P1b2/pp6/1P3NPP/P4P1K/2rQR3 w - - 0 28,d1c1 b5b6 c1d2 b6d6,2592,116,82,390,advantage middlegame short,https://lichess.org/DUq0xYbc#55,
0V5dp,8/1k6/6R1/3K4/P7/2p5/1r6/8 w - - 0 51,a4a5 b2d2 d5e4 c3c2 a5a6 b7c7 a6a7 c2c1q,2592,92,97,202,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/qUBZ2Se6#101,
0aBqg,4bkrr/4qp2/p1BNp1p1/PpP1P2n/3P3R/5Q2/5PK1/7R b - - 0 37,h5f4 h4f4 e7g5 g2f1,2592,84,86,94,crushing defensiveMove hangingPiece master middlegame short,https://lichess.org/BCuGIkwT/black#74,
0hub8,8/4k2K/8/6PR/8/r6p/8/8 b - - 11 53,e7f8 g5g6 a3g3 h5h4 f8e7 g6g7,2592,91,79,172,advancedPawn crushing endgame long rookEndgame,https://lichess.org/nzI0MTPc/black#106,
0q2LR,4r3/8/6p1/7k/5Pp1/3RP3/5K2/8 b - - 1 43,h5h4 d3d7 e8h8 d7d1 g4g3 f2f3,2592,108,90,697,crushing defensiveMove endgame long master quietMove rookEndgame,https://lichess.org/A4fKxysE/black#86,
0s9eK,r2qr1k1/4bppp/p3pn2/3pB3/1p1P4/2PB2RP/PP3PP1/R2Q2K1 b - - 1 16,b4c3 g3g7 g8g7 d1g4 g7f8 g4g5,2592,79,92,3172,attraction crushing kingsideAttack long middlegame pin sacrifice,https://lichess.org/ZdyjGrnQ/black#32,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
0sP5v,1qr1r3/4p1k1/p2p1np1/1P1P2Qp/7P/1P3BP1/P5K1/2R1R3 b - - 0 28,a6b5 f3h5 f6h5 e1e6 h5f6 c1f1 b8c7 f1f6 e7f6 g5f6 g7g8 f6g6,2592,99,74,41,clearance crushing deflection middlegame pin sacrifice veryLong,https://lichess.org/VQGi7Cmu/black#56,
0t4Ps,r4rk1/ppp1bppp/5n2/4B3/1q6/2NB3Q/PPP2PPP/2KR4 b - - 2 14,b4g4 c3d5 g4h3 d5e7 g8h8 g2h3,2592,112,90,577,advantage long middlegame sacrifice,https://lichess.org/l8PM96yH/black#28,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
0tVsn,rnbqk1nr/pp3pbp/4p1p1/3p4/3NP3/2N2P2/PPP3PP/R1BQKB1R w KQkq - 0 7,e4d5 d8h4 g2g3 h4d4 d1d4 g7d4 c3b5 d4e5,2592,86,55,80,advantage opening veryLong,https://lichess.org/QTaVXtUr#13,Sicilian_Defense Sicilian_Defense_French_Variation
0v0pt,1q2k1r1/3b1p2/2Q5/2pp4/1p1P4/2P1PPb1/1PB1K3/1N3R2 w - - 2 31,c6c5 g3d6 c5d5 b8b5 d5b5 d7b5 c2d3 g8g2,2592,88,81,206,advantage middlegame veryLong,https://lichess.org/fG63XLCG#61,
0zsXc,8/pp2kp2/3qp2p/6p1/P4PPn/1P5P/6r1/R3QR1K w - - 0 34,a1d1 d6c6 e1b4 e7f6 f4g5 f6g6 f1f6 g6g7 f6f7 g7f7,2592,83,90,269,crushing defensiveMove endgame veryLong,https://lichess.org/0ZOFJgEv#67,
00Mei,8/6rk/6p1/1R3b1p/2pQ1P2/2P3P1/qP4PK/8 b - - 0 36,f5d3 d4d8 a2a7 b5b8 a7b8 d8b8,2591,86,83,216,advantage endgame long master quietMove,https://lichess.org/xvCSyLc3/black#72,
00cZE,4k3/5p2/3r4/pRp3Pp/2P1p3/6P1/1KP4P/8 w - - 0 31,b5c5 e4e3 g5g6 e8f8 c5a5 e3e2,2591,89,75,58,advancedPawn crushing endgame long rookEndgame,https://lichess.org/GXkr4U3u#61,
03iaI,r4rk1/pp3pbp/4b1p1/2Q1P3/3N1P2/3qn1PP/PP4BK/R1B2R2 w - - 0 19,d4e6 e3f1 g2f1 d3f1 e6f8 f1e2,2591,97,52,76,crushing long middlegame,https://lichess.org/XKIcGv1f#37,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
05UeM,3R4/1p6/8/2P5/4Np2/p3kP2/r7/6K1 w - - 4 52,d8d1 a2c2 d1a1 a3a2 e4c3 c2c3,2591,104,56,67,advancedPawn crushing endgame long,https://lichess.org/SWisgAp5#103,
07Uyt,8/p3kp2/4b3/2P3p1/3KB1Pp/7P/P7/8 b - - 0 47,e7d7 e4d5 e6d5 d4d5 f7f5 g4f5 g5g4 d5e4,2591,87,94,190,bishopEndgame crushing defensiveMove endgame veryLong,https://lichess.org/bcW2g21j/black#94,
08gpp,8/1p6/p7/2P3k1/4K2p/P6P/8/8 b - - 5 46,a6a5 e4e5 a5a4 e5d6 g5f4 d6c7,2591,81,94,147,crushing endgame long pawnEndgame,https://lichess.org/i2qJkuYj/black#92,
0CUEj,7k/1b4p1/3BKp1p/5B1P/5PP1/8/8/2b5 b - - 24 62,b7c8 e6f7 c8b7 f5e6 b7e4 d6f8,2591,89,93,574,bishopEndgame clearance crushing defensiveMove endgame long quietMove,https://lichess.org/dFb0Bmjb/black#124,
0Cl6f,r1bq1rk1/pp1nbpp1/4p2p/2p5/2NPN1Q1/3BP1P1/PP3PP1/R3K2R b KQ - 1 13,c5d4 h1h6 f7f5 g4h5 g7h6 h5g6 g8h8 g6h6 h8g8 h6g6,2591,104,91,506,crushing kingsideAttack middlegame pin sacrifice veryLong,https://lichess.org/Jtv0DfhC/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Harrwitz_Attack
0G16z,6k1/p5p1/1p5p/2P2R2/P1r3PP/1K6/8/8 b - - 2 35,c4c5 f5c5 b6c5 b3c4 g8f7 c4c5 f7f6 c5d6 a7a5 d6d5 g7g5 h4h5,2591,88,77,152,crushing defensiveMove endgame rookEndgame veryLong zugzwang,https://lichess.org/yGVqJyWv/black#70,
0Od0E,8/5p2/8/1pk1pp1p/8/P2K1P1P/1P4P1/8 w - - 0 35,d3e3 c5c4 h3h4 f5f4 e3e4 f7f6 e4f5 c4b3 f5f6 b3b2 f6e5 b2a3 e5f4 b5b4,2591,86,74,77,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/AuA7qHWW#69,
